country,country_code,indicator,indicator_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Mozambique,MOZ,pov_hd_count,SI.POV.NAHC,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,58.7,58.7,58.7,58.7,58.7,58.7,48.4,48.4,48.4,48.4,48.4,68.2,68.2,68.2,65,65,65
Mozambique,MOZ,population,SP.POP.TOTL,18129653,18537729,18958338,19392475,19840313,20304569,20787087,21287635,21819036,22391745,22999235,23649039,24337846,25051611,25788475,26547572,27337105,28166393,29018644,29884380,30783688,31707800,32656246,33635160,34631766
Mozambique,MOZ,FDI,BX.KLT.DINV.WD.GD.ZS,2.348801107,4.520858847,5.835427406,5.114255735,5.990906631,1.380320099,2.640862182,3.854146455,4.964260754,7.584054036,11.02755614,25.06236368,33.7671028,38.94286534,27.80471004,23.86549004,25.91877246,17.48311193,11.17414318,21.78419149,22.39443703,32.75221385,16.00429471,12.82680593,15.42569164
Seychelles,SYC,GDP,NY.GDP.MKTP.KD,949537227.2,927971690.1,939226436.1,883932969,858736866.5,936072662.7,1024120861,1115022509,1084627595,1057735599,1105387984,1210507987,1248162998,1263811654,1315169065,1432403352,1605975219,1717657340,1802500556,1901895701,1678615793,1687886479,1902424765,1945405358,2012826895
Seychelles,SYC,inflation,NY.GDP.DEFL.KD.ZG,1.251945151,6.156761585,3.613161354,5.946834789,24.67411995,0.458645111,1.442344448,11.07939569,31.92631602,28.18196358,-2.119710446,1.064381381,10.43728388,5.640231518,6.435871632,-1.003186419,-2.294568469,2.332490488,3.447381966,0.126950239,5.230428585,2.750059938,1.569896456,4.089349112,-0.744780009
Seychelles,SYC,scl_enrol,SE.TER.ENRR,2.91756715,2.91756715,2.91756715,2.91756715,2.91756715,2.91756715,2.91756715,2.91756715,2.91756715,2.91756715,2.91756715,2.91756715,1.555935895,3.501544799,7.291192966,16.49730073,25.63589025,42.20820189,38.85813149,41.29704301,26.93426411,26.87015261,13.93041408,14.03413709,14.53425026
Seychelles,SYC,unemployment,SL.UEM.TOTL.NE.ZS,9.81,9.81,9.81,9.81,9.81,5.5,5.5,5.5,5.5,5.5,5.5,4.11,4.11,4.11,3.841,4.151,3.965,3.715,3.528,2.966,4.311,4.311,4.311,2.934,2.593
Seychelles,SYC,life_exp,SP.DYN.LE00.IN,72.77804878,73.25365854,71.08780488,71.02926829,72.66097561,72.13170732,72.21707317,73.14390244,73.16341463,73.08292683,73.19756098,72.72439024,74.27560976,73.1195122,73.22926829,74.29512195,74.3097561,74.3,72.84146341,74.04634146,77.23658537,73.39756098,73.70243902,74.95853659,74.95853659
Seychelles,SYC,pov_hd_count,SI.POV.NAHC,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3
Seychelles,SYC,population,SP.POP.TOTL,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843,96762,97625,98462,99258,119878,119773,121354
Seychelles,SYC,FDI,BX.KLT.DINV.WD.GD.ZS,3.718516655,9.778547279,6.429794918,7.781282048,4.256924074,8.25542388,12.99707119,16.32991806,18.35707661,19.773339,16.2787981,13.52706909,56.28826544,4.29723725,7.808963045,7.392721962,4.357421887,11.77716974,17.10306629,13.7575702,5.790270152,7.528088833,9.40509377,10.95860441,10.43420019
Tanzania,TZA,GDP,NY.GDP.MKTP.KD,18486481203,19608760036,20999647619,22400909970,24081832736,25882267435,27572954444,29439239572,31113277454,32752668790,34828049321,37500111399,39187673998,41845219655,44662433112,47413919817,50669888784,54078588995,57054358530,60363511325,61565931105,64226431583,67159014151,70563656178,74463225268
Tanzania,TZA,inflation,NY.GDP.DEFL.KD.ZG,8.201104247,4.815969215,7.233030679,8.418682643,6.88562313,6.426202523,5.510095287,9.099389528,16.38075463,9.041662454,9.428716253,12.19842288,10.483894,9.666183578,6.050845889,7.591364023,7.472033668,2.671789868,3.007575121,2.28040893,6.42301399,2.674303274,2.762614833,2.748211894,3.063215363
Tanzania,TZA,scl_enrol,SE.TER.ENRR,0.643410027,0.662460029,0.697420001,0.897960007,1.215240002,1.427719951,1.427719951,1.46310997,1.46310997,1.46310997,2.139136218,2.139136218,3.964619472,3.673374176,3.673374176,3.983610771,3.728939399,4.782053612,4.279965111,2.855888988,7.181882658,3.591643198,5.321590189,5.168877849,4.018809795
Tanzania,TZA,unemployment,SL.UEM.TOTL.NE.ZS,2.994,2.994,3.6,3.6,3.6,3.6,3.299,3.299,0.343,2.5,1.314,3.47,1.437,2.93,2.125,2.125,2.125,2.125,2.125,2.125,1.792,1.792,1.792,1.792,2.431
Tanzania,TZA,life_exp,SP.DYN.LE00.IN,53.244,54.124,54.94,55.929,56.836,57.675,58.512,59.26,59.896,60.494,61.127,61.618,62.286,62.788,63.364,63.928,64.404,64.963,65.488,66.007,66.771,66.131,66.879,66.995,66.995
Tanzania,TZA,pov_hd_count,SI.POV.NAHC,35.6,35.6,35.6,35.6,35.6,35.6,35.6,34.4,34.4,34.4,34.4,28.2,28.2,28.2,28.2,28.2,28.2,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4
Tanzania,TZA,population,SP.POP.TOTL,34260139,35198299,36121304,37089555,38109668,39182076,40294902,41435512,42570728,43633982,44758488,46029367,47374260,48824128,50351512,52020962,53824013,55652890,57437145,59174891,60972798,62830412,64711821,66617606,68560157
Tanzania,TZA,FDI,BX.KLT.DINV.WD.GD.ZS,3.46551698,4.049474753,2.799553286,2.093163435,2.654218738,5.085626968,2.164565125,2.660110888,4.949437669,3.240174884,5.663967966,3.547208497,4.538784964,4.572428393,2.832928189,3.176334928,1.73591211,1.760116438,1.704409795,1.99459354,1.428459652,1.684943479,1.897811004,2.08641571,2.178436328
Zambia,ZMB,GDP,NY.GDP.MKTP.KD,8059030210,8487518231,8869967014,9485983916,10153075785,10887711636,11748243096,12729507610,13719086270,14984033822,16527123088,17447560253,18773117889,19722575263,20648211567,21251216799,22049221308,22826646594,23747586257,24089861649,23418945737,24879098748,26175604214,27580695690,28634291575
Zambia,ZMB,inflation,NY.GDP.DEFL.KD.ZG,32.61387051,25.33125846,19.39092327,17.60772368,19.71682321,16.65019907,14.54225268,12.97021073,10.64024482,5.55968566,13.95091319,11.10741327,6.992227249,9.73089122,5.440524581,6.659292114,13.57610117,10.07283709,7.411570948,7.633470481,13.91387062,25.14277761,6.14031839,7.094629603,14.41066333
Zambia,ZMB,scl_enrol,SE.TER.ENRR,3.990621585,3.990621585,3.990621585,3.990621585,3.990621585,3.990621585,3.990621585,3.990621585,3.990621585,3.990621585,3.990621585,3.990621585,3.961597388,3.961597388,3.961597388,3.961597388,3.961597388,3.961597388,3.961597388,3.961597388,3.961597388,3.961597388,3.961597388,3.961597388,3.961597388
Zambia,ZMB,unemployment,SL.UEM.TOTL.NE.ZS,12.93,12.93,12.93,12.93,12.93,15.9,15.9,15.9,7.93,7.93,13.19,13.19,7.85,7.85,7.85,11.888,11.888,4.529,5.032,5.538,6.032,5.197,5.993,5.861,5.861
Zambia,ZMB,life_exp,SP.DYN.LE00.IN,46.577,47.408,48.461,49.616,50.54,51.615,52.693,53.73,54.835,55.886,56.896,57.843,58.704,59.445,60.109,60.728,61.129,61.564,62.138,62.914,63.361,62.363,65.279,66.349,66.349
Zambia,ZMB,pov_hd_count,SI.POV.NAHC,66.5,66.5,66.5,66.5,58.4,58.4,59.3,59.3,59.3,59.3,57,57,57,57,57,54.4,54.4,54.4,54.4,54.4,54.4,54.4,60,60,60
Zambia,ZMB,population,SP.POP.TOTL,10017631,10325185,10647949,10983595,11338198,11718819,12129553,12565085,13021324,13490389,13965594,14437796,14913629,15398997,15895315,16399089,16914423,17441320,17973569,18513839,19059395,19603607,20152938,20723965,21314956
Zambia,ZMB,FDI,BX.KLT.DINV.WD.GD.ZS,3.37996208,3.541386708,7.114941362,7.078931443,5.85168864,4.284032189,4.827128722,9.418111673,5.240508113,4.532779776,8.533196438,4.725161569,6.789381241,7.489325056,5.555427918,7.44741669,3.162519748,4.280501171,1.552318867,2.350919043,1.351905774,1.784078461,-0.223286755,2.324653356,4.656003175
Zimbabwe,ZWE,GDP,NY.GDP.MKTP.KD,19947126181,20234268509,18434630066,15301651167,14413001709,13589857106,13119457398,12640170700,10406779091,11787972496,14107304145,16109683000,18794430789,19168343272,19623972034,19973250000,20124206637,21076969325,22132908952,20731353612,19110793941,20729099177,22001713150,23178995952,23582865676
Zimbabwe,ZWE,inflation,NY.GDP.DEFL.KD.ZG,0.626185832,-0.130353622,2.712686141,8.802759157,7.610670096,5.139539483,-2.018080661,0.895303625,1.348390411,93.24651327,4.097637886,2.552752534,4.028927747,9.371075093,-0.251969596,0.607377583,2.161791374,197.4546592,3.55405562,397.1737394,585.9728291,108.7728168,274.4580905,768.4771779,1097.246674
Zimbabwe,ZWE,scl_enrol,SE.TER.ENRR,6.945772014,6.945772014,6.945772014,6.945772014,6.945772014,6.945772014,6.945772014,6.945772014,6.945772014,6.945772014,6.945772014,7.111226644,7.128741472,7.318736557,7.318736557,11.04890204,11.04890204,11.04890204,11.04890204,11.04890204,11.04890204,11.04890204,11.04890204,11.04890204,7.749129578
Zimbabwe,ZWE,unemployment,SL.UEM.TOTL.NE.ZS,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,5.368,5.368,5.368,4.774,4.774,4.774,4.774,4.774,7.373,7.373,9.459,10.001,9.29,12.13
Zimbabwe,ZWE,life_exp,SP.DYN.LE00.IN,46.034,44.525,45.938,45.373,46.043,46.57,47.056,47.576,48.456,49.75,51.925,53.911,55.386,56.842,58.106,58.989,59.76,60.263,60.906,61.06,61.53,60.135,62.36,62.775,62.775
Zimbabwe,ZWE,pov_hd_count,SI.POV.NAHC,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,22.5,22.5,22.5,22.5,22.5,22.5,30.4,30.4,38.3,38.3,38.3,38.3,38.3,38.3
Zimbabwe,ZWE,population,SP.POP.TOTL,11892055,11971901,12087653,12232323,12365896,12483432,12636445,12804058,12959149,13142790,13356548,13595424,13817887,14013808,14207359,14399013,14600294,14812482,15034452,15271368,15526888,15797210,16069056,16340822,16634373
Zimbabwe,ZWE,FDI,BX.KLT.DINV.WD.GD.ZS,0.346617861,0.056040998,0.408179347,0.06631184,0.149780494,1.78526462,0.734382889,1.301289013,1.167949298,1.085748262,1.017506727,2.440286342,2.043098666,1.95306467,2.423931712,1.998673225,1.668415985,0.601908067,1.21217685,0.748473074,0.470482158,0.575184665,0.826254039,1.684321228,1.120461227
Comoros,COM,GDP,NY.GDP.MKTP.KD,616936089.2,650371555.8,680273575.9,693432979.2,714932259.3,755434618.8,742180920.3,748145084.6,777806128.4,803011729.2,833348554.4,867878891.7,895376387,935365362.2,955070416.2,966029600.9,998105646.6,1036190385,1073934613,1092843397,1090706042,1112522258,1141481328,1175671155,1214916247
Comoros,COM,inflation,NY.GDP.DEFL.KD.ZG,6.366806442,7.40100114,3.822463218,4.932190362,0.436096743,-0.407267602,5.950069403,5.035085833,3.144289799,0.986176825,1.675040821,3.045631317,4.270536735,1.75223848,0.83503339,-0.522981121,1.715032766,0.402552901,0.956043171,4.492111858,0.752940815,-1.167613064,5.185553441,2.629325292,4.987394897
Comoros,COM,scl_enrol,SE.TER.ENRR,1.603670001,1.603670001,1.603670001,3.420700073,3.420700073,3.420700073,3.420700073,4.394380093,4.394380093,6.195040226,7.904052166,9.481932294,10.53606369,9.132479668,9.592724281,9.592724281,9.592724281,18.81902815,18.81902815,18.81902815,18.81902815,18.81902815,18.81902815,18.81902815,18.81902815
Comoros,COM,unemployment,SL.UEM.TOTL.NE.ZS,4.571,4.571,4.571,4.571,4.571,4.571,4.571,4.571,4.571,4.571,4.571,4.571,4.571,4.571,8.142,8.142,8.142,8.142,8.142,8.142,8.142,4.394,4.394,4.394,4.394
Comoros,COM,life_exp,SP.DYN.LE00.IN,58.941,59.587,59.723,60.24,60.557,60.883,61.229,61.475,61.955,62.302,62.747,63.105,63.463,63.839,64.143,64.473,64.792,65.127,65.401,65.662,65.756,65.201,66.481,66.777,66.777
Comoros,COM,pov_hd_count,SI.POV.NAHC,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,44.8,44.8,44.8,44.8,44.8
Comoros,COM,population,SP.POP.TOTL,536080,547220,558923,569798,580704,592677,604753,616927,629307,641947,654836,668056,681630,696192,711503,726682,741741,756669,771590,786578,802163,818174,834188,850387,866628
Comoros,COM,FDI,BX.KLT.DINV.WD.GD.ZS,0.027581388,0.307423421,0.100716007,0.145062209,0.108010655,0.085274189,0.11306053,0.966721984,0.507893616,1.528661082,0.91966986,2.259676543,1.021338184,0.379103083,0.407499039,0.511029839,0.352458396,0.363776536,0.481306804,0.362046315,0.318014573,0.316353618,0.337727308,0.40342233,0.492716315
